"date","btc_price","btc_market_cap","btc_volume","gold_price","btc_return","btc_volatility","gold_log_return","rolling_vol"
"2013-12-27",734.27,8944473292,62881800,1214.5,NA,NA,NA,NA
"2013-12-30",760.52,9270681761,24717100,1204.5,0.0357497923107304,NA,-0.00826792638730109,NA
"2013-12-31",755.16,9205343763,21903500,1204.5,-0.00704780939357284,NA,0,NA
"2014-01-01",767.74,9358693020,23448600,1204.5,0.016658721330579,NA,0,NA
"2014-01-02",772.53,9417082760,16837800,1225,0.0062390913590538,NA,0.0168763009239013,NA
"2014-01-03",825.47,10062417390,54171500,1234.5,0.0685280830517909,NA,0.00772518580640693,NA
"2014-01-06",936.38,11414401972,88584600,1246.25,0.134359819254485,NA,0.00947301249081381,NA
"2014-01-07",826.5,10107681750,80268100,1227.5,-0.117345522117089,NA,-0.0151594616073724,NA
"2014-01-08",838.32,10256342208,78060300,1221,0.0143012704174229,NA,-0.00530938555797094,NA
"2014-01-09",853.29,10443906952,58813600,1226,0.0178571428571428,NA,0.00408664238545201,NA
"2014-01-10",863.3,10570439442,29763600,1244.25,0.0117310644681175,NA,0.0147761012425069,NA
"2014-01-13",840.96,10309307616,42950500,1248,-0.0258774470056758,NA,0.00300933119070941,NA
"2014-01-14",838.05,10276902394,23469400,1251.5,-0.00346033105022841,NA,0.00280056194245598,NA
"2014-01-15",860.44,10555404678,28600400,1236,0.0267167830081739,NA,-0.0124624728541928,NA
"2014-01-16",837.98,10283900055,18719700,1241.5,-0.0261029240853517,NA,0.00443996693058523,NA
"2014-01-17",812.9,9979241690,39266000,1250,-0.0299291152533474,NA,0.00682322534812543,NA
"2014-01-20",869.15,10677333920,25421600,1255.75,0.0691967031615205,NA,0.00458945233380722,NA
"2014-01-21",869.57,10686776168,26779700,1238,0.000483230742679713,NA,-0.0142358293856127,NA
"2014-01-22",865.03,10635024832,17879900,1241,-0.00522097128465802,NA,0.00242033196006589,NA
"2014-01-23",846.97,10417265166,18412100,1263,-0.02087788862814,NA,0.017572337145884,NA
"2014-01-24",808.32,9945387408,20176000,1267,-0.0456332573762943,NA,0.00316205797064788,NA
"2014-01-27",891.86,10984370725,32539200,1260.5,0.103350158353127,NA,-0.00514343369316456,NA
"2014-01-28",777,9573533550,61878700,1251.25,-0.128787029354383,NA,-0.00736541599854416,NA
"2014-01-29",816.85,10067676250,33409200,1264,0.0512870012870013,NA,0.0101382440773723,NA
"2014-01-30",817.17,10074827642,16261700,1242.5,0.000391748791087637,NA,-0.017155816736019,NA
"2014-01-31",817.93,10087796517,31107400,1251,0.000930039037164838,NA,0.00681775249612737,NA
"2014-02-03",813.38,10043290888,12759200,1262,-0.00556282322448126,NA,0.00875453263424742,NA
"2014-02-04",832.36,10281144248,14823400,1250.25,0.0233347266960093,NA,-0.00935423280214535,NA
"2014-02-05",830.92,10267242207,15706200,1254.5,-0.00173002066413578,NA,0.00339355550746387,NA
"2014-02-06",805.08,9951171213,47441900,1256.5,-0.0310980599817069,NA,0.00159299117716988,0.00934478069196908
"2014-02-07",721.32,8918941470,65733100,1259.25,-0.104039350126695,0.0561315714350426,0.00218622764211309,0.00918411607184127
"2014-02-10",689.65,8535556672,38527400,1277,-0.0439056174790663,0.056312193636641,0.0139972714067795,0.00929112046798517
"2014-02-11",697.76,8638931672,121884000,1282,0.0117595881969115,0.0563553745412294,0.003907781448076,0.0092902569052048
"2014-02-12",655.26,8115968452,65970400,1289.5,-0.0609091951387297,0.0572851296389602,0.00583318784078421,0.00930628252283035
"2014-02-13",651.91,8077474557,19109100,1296,-0.00511247443762785,0.0572549222065263,0.00502805159082046,0.00890806392593211
"2014-02-14",623.57,7729134561,90917600,1320,-0.0434722584405822,0.0559972500279826,0.0183491386681966,0.00934879632695657
"2014-02-17",645.14,8005429360,48516100,1327.5,0.0345911445387045,0.0498947491414423,0.0056657375356773,0.00927264488567549
"2014-02-18",625.01,7758139753,22066400,1320.75,-0.0312025296834795,0.0458876094710848,-0.00509771707166872,0.00879638164511725
"2014-02-19",620.99,7711283048,13276100,1320.5,-0.00643189708964654,0.0456922347778204,-0.000189304307238342,0.0086898535917155
"2014-02-20",593.89,7377405511,35743400,1316.25,-0.0436399942028052,0.0458285864738116,-0.00322366828900166,0.00874934989874263
"2014-02-21",582.75,7241455462,56059000,1323.25,-0.0187576823990975,0.0456454095911351,0.00530404728991171,0.00845198400440119
"2014-02-24",572.39,7120130927,47229500,1334.75,-0.0177777777777778,0.0455843495195411,0.00865317664219862,0.00853641904077495
"2014-02-25",489.31,6088839080,111102000,1339,-0.145145792204616,0.0516370023887911,0.003179058310877,0.00853755563982104
"2014-02-26",567.25,7061198906,75039300,1331.75,0.159285524514112,0.0603886838921222,-0.00542919989406394,0.00820981869640147
"2014-02-27",586.28,7300959497,38219000,1332.25,0.0335478184222124,0.0608891008975318,0.000375375379783199,0.00821001848082121
"2014-02-28",567.2,7065922360,24649000,1326.5,-0.0325441768438288,0.0609204258714542,-0.00432534759909728,0.00825283975064564
"2014-03-03",585.79,7304054418,33049800,1349.5,0.0327750352609307,0.0596345351952848,0.0171902588802649,0.00869883329944002
"2014-03-04",675,8418886875,86124600,1334.75,0.152290069820243,0.0666948808718512,-0.0109901450777637,0.00850276849547616
"2014-03-05",658.24,8212712376,26946700,1337,-0.0248296296296296,0.0667802057257624,0.00168428972164768,0.00850409268654936
"2014-03-06",654.55,8169324004,16659800,1345.25,-0.0056058580456977,0.0667284074719354,0.0061515712675858,0.00804878773062901
"2014-03-07",617.62,7711032022,29823000,1335.25,-0.0564204415247116,0.0669755966251586,-0.00746132914964935,0.00823218968295925
"2014-03-10",621.17,7763134192,16425700,1344,0.00574787085910423,0.0637334827034845,0.00653170186321506,0.00817086296660834
"2014-03-11",624.23,7803983008,12542300,1346.25,0.00492618767809144,0.059689543394881,0.00167270738750353,0.00797259235490352
"2014-03-12",638.07,7979719372,20806300,1366,0.0221713150601542,0.0589653860794427,0.0145638116601371,0.00815873037813934
"2014-03-13",639.03,7994472985,12866600,1368.75,0.00150453711975163,0.0589702518418196,0.00201115343407569,0.00726041317052771
"2014-03-14",629.67,7879611671,11939800,1385,-0.0146471996619877,0.0589710555537825,0.0118022250566279,0.00740111753235974
"2014-03-17",623.705,7812934238,13371500,1378.5,-0.00947321612908336,0.0589720224908908,-0.0047041881575874,0.00747241019113297
"2014-03-18",612.622,7676276184,23217800,1355.75,-0.0177696186498426,0.0587160245933427,-0.0166411447426814,0.00798667274910109
"2014-03-19",610.636,7653772688,15227500,1338,-0.00324180326530877,0.0587106353872193,-0.0131788450329963,0.00849408648016025
"2014-03-20",592.07,7423640092,20048500,1327,-0.0304043652847194,0.0587015970975538,-0.00825520635596624,0.00870398378472513
"2014-03-21",582.303,7303695511,38053400,1336,-0.0164963602276759,0.0559005489420581,0.00675931976438358,0.00875054514867554
"2014-03-24",571.418,7175538679,17185800,1310.75,-0.0186930172092536,0.0554934558307363,-0.0190805826439489,0.00925264190900479
"2014-03-25",582.55,7317439677,18634700,1313.5,0.0194813604051674,0.055590730523419,0.00209583767295242,0.00923802768376349
"2014-03-26",584.442,7343002343,17583200,1304,0.00324778988927998,0.0545722370416707,-0.00725886663899629,0.00930152302667037
"2014-03-27",567.64,7133333206,22316700,1296,-0.0287487894436061,0.0547829157080414,-0.00615386557437822,0.00933253151328124
"2014-03-28",503.661,6331497248,79571600,1294.75,-0.11271052075259,0.0579077739309322,-0.000964971608219151,0.00866541674603785
"2014-03-31",457.399,5756309240,56838500,1291.75,-0.0918514635836406,0.0594696633787971,-0.00231973813670687,0.00858721348174811
"2014-04-01",478.7163,6023351178,35685800,1283.75,0.046605480116922,0.0601924732317517,-0.00621240592452603,0.00860834393426987
"2014-04-02",437.515,5506313797,49647600,1292,-0.0860662150004084,0.0618929804811352,0.00640592309977914,0.00871195636509536
"2014-04-03",447.0822,5604036051,40765500,1284,0.0218671359839092,0.0618125078909153,-0.00621120009264064,0.00875842670512439
"2014-04-04",448.8792,5641613449,22925500,1297.25,0.00401939509110411,0.0618105048817124,0.0102664339979426,0.00892351344656588
"2014-04-07",457.792,5775641210,9802770,1299,0.0198556760928106,0.0619623972336736,0.00134809842275057,0.00875872087031884
"2014-04-08",450.4638,5718579640,10921600,1309.5,-0.0160077065566895,0.056144640614134,0.00805064727716699,0.00888135069906095
"2014-04-09",440.1983,5589580215,13204400,1301.75,-0.0227887346330604,0.0473407713671137,-0.00593587190475814,0.00889104668791506
"2014-04-10",360.8407,4611917257,55868300,1320.5,-0.180276934281663,0.0562334415088937,0.0143009396941785,0.00930616199636766
"2014-04-11",420.0563,5318033925,62562800,1318,0.16410454807343,0.0648544153496407,-0.00189501667473433,0.0092804127695733
"2014-04-14",457.6338,5802302128,50730200,1325.75,0.0894582464302999,0.0668749415018068,0.00586290095478687,0.00876394045497356
"2014-04-15",520.1233,6522974948,49561000,1298,0.136549136012244,0.0656403307338135,-0.0211537187532041,0.00935619900352121
"2014-04-16",529.1625,6674473792,56480100,1301.5,0.0173789561052159,0.0656873427656147,0.00269282717058471,0.00936772356470071
"2014-04-17",494.4,6278792387,34025500,1299,-0.0656934306569344,0.0666115332386858,-0.00192270776402056,0.00927374719961781
"2014-04-18",478.2312,6074116360,19042400,1299,-0.0327038834951456,0.0661456771963224,0,0.00919884635129026
"2014-04-21",492.6733,6284666435,15171400,1299,0.0301989916174436,0.0664498937887895,0,0.00909314646543592
"2014-04-22",484.8533,6187034895,9770190.33501529,1286.75,-0.0158725873717938,0.0664454296578803,-0.0094750781377356,0.00920157636603523
"2014-04-23",487.525,6231920621,8412033.04319361,1285.25,0.00551032652556967,0.0662692240043974,-0.00116640759724992,0.00868809189043462
"2014-04-24",494.2733,6350012525,9512215.00374305,1291.5,0.0138419568227271,0.0663606828520871,0.00485108160028125,0.00874891352393323
"2014-04-25",458.8067,5857079867,44062361.8074585,1301.25,-0.0717550391655791,0.0674167645461682,0.00752100739328351,0.00854973778931105
"2014-04-28",436.92,5593864954,20781687.9768326,1299,-0.0477035317923648,0.0678003072507448,-0.00173060325857913,0.00853548061428751
"2014-04-29",443.27,5683724524,15011935.5515187,1297.75,0.0145335530531904,0.0679217591992018,-0.000962741963261185,0.00807437757574636
