"date","btc_price","btc_market_cap","btc_volume","gold_price"
2017-02-22,1123.305,18168250822.125,99272532.7996693,1236.65
2017-02-23,1185.65478468877,19176691563.4473,132273779.09306,1247.9
2017-02-24,1180.871,19108706913.125,303444815.372077,1253.65
2017-02-27,1193.12951503696,19314424735.2103,87503104.9005909,1257.2
2017-02-28,1190.331,19271383899.147,139855221.835687,1255.6
2017-03-01,1227.47714896609,19875003126.7717,105587214.842849,1240.4
2017-03-02,1262.081,20437807786.697,174318244.924813,1238.1
2017-03-03,1289.54061161915,20884867165.5111,152484577.441219,1226.5
2017-03-06,1280.986,20753062038.1,65232264.8705651,1230.95
2017-03-07,1233.056508408,19978921138.2858,213974224.53913,1216.65
2017-03-08,1149.631,18629281761.825,248575333.390173,1209.2
2017-03-09,1191.2367224851,19305673114.1232,149501332.425817,1206.55
2017-03-10,1100.01058997121,17829356645.9599,417086882.868425,1202.65
2017-03-13,1243.26492239019,20158188044.3214,131403644.087358,1204.2
2017-03-14,1246.55673948076,20214039431.7461,86807305.1323227,1204.6
2017-03-15,1258.457,20409261728.959,72763975.2935764,1198.8
2017-03-16,1217.31454100788,19743578282.6542,137592935.414227,1229.35
2017-03-17,1074.09386950625,17423426593.322,283988947.723681,1229.6
2017-03-20,1036.33201237387,16816818647.7939,101975751.431681,1232.4
2017-03-21,1112.70153227299,18058074337.215,150015664.593486,1241.6
2017-03-22,1039.84017264784,16877645842.2471,188848065.441006,1249.05
2017-03-23,1029.1394137431,16705852353.5673,82048831.9755843,1247.5
2017-03-24,940.020626559104,15261293153.4659,161801850.344657,1247.5
2017-03-27,1042.60507261981,16932388062.8892,138288339.028228,1257.55
2017-03-28,1044.722,16968792612.8,127643560.289464,1257.25
2017-03-29,1038.61719761625,16871375654.3683,121169066.492291,1251.1
2017-03-30,1031.49290564616,16757840043.7086,102438849.919161,1248.8
2017-03-31,1078.27471109061,17519577833.2868,133287124.427143,1244.85
2017-04-03,1139.30827544555,18517903140.1881,131765236.037536,1247.25
2017-04-04,1140.49759038017,18539058629.5586,108222974.267025,1257.65
2017-04-05,1132.33990499278,18408732920.4438,87439620.0216831,1245.8
2017-04-06,1194.211,19416796070.1,128309277.223531,1252.5
2017-04-07,1189.77512370321,19347052264.0503,90840184.0505491,1266.45
2017-04-10,1210.515,19691023824.75,76050218.0598343,1250.05
2017-04-11,1226.618,19955556306.916,78899688.7601195,1252.9
2017-04-12,1218.299,19822303422.025,83573376.8202922,1274.3
2017-04-13,1174.209,19106860359.408,131395672.094694,1284.15
2017-04-14,1183.687,19263144684.95,92892227.9024967,1284.15
2017-04-17,1205.143,19618884439.9,83379623.4147841,1284.15
2017-04-18,1217.58,19823480859,85025813.9000163,1278.95
2017-04-19,1225.721,19958292470.9,71343829.9379169,1279.05
2017-04-20,1253.904,20419371472.848,112476255.647705,1282.1
2017-04-21,1254.9875,20439557226.725,91517340.7193425,1281.85
2017-04-24,1249.9563,20364256790.6925,70514448.2984891,1269.4
2017-04-25,1263.045,20579834197.125,93017240.8955012,1267.8
2017-04-26,1287.32,20977699422.84,121914930.77676,1261.85
2017-04-27,1331.3125,21697132034.375,134993633.379926,1262.8
2017-04-28,1321.205,21534600390.46,161417797.381815,1266.45
2017-05-01,1408.445,22964730936.125,217759983.724396,1266.45
2017-05-02,1442.245,23518941607.875,189160669.697197,1255.45
2017-05-03,1485.8175,24231937589.4375,206154588.923497,1250.3
2017-05-04,1499.36,24455911024,335017412.623404,1228.45
2017-05-05,1506.0438,24567395211.1206,324314592.997156,1228.05
2017-05-08,1633.38,26655087385.5,276144904.853037,1229.8
2017-05-09,1700.1775,27748404857.4425,383922543.252655,1220.4
2017-05-10,1747.3175,28521047690.935,288565639.422934,1222.95
2017-05-11,1808.7788,29527250348.0656,313353159.733077,1223.15
2017-05-12,1700.7725,27767470033.9575,248020430.181866,1231.25
2017-05-15,1696.13,27702000821.75,231039670.310277,1233.3
2017-05-16,1716.315,28034610160.905,218205145.658721,1234.2
2017-05-17,1804.4513,29477763646.6281,271656160.363145,1257.4
2017-05-18,1889.4088,30868475119.0056,230137778.816666,1255.9
2017-05-19,1972.9013,32237082949.2181,279848678.079718,1252
2017-05-22,2109.3963,34479453631.095,580030832.789864,1258.85
2017-05-23,2292.7025,37479380943.125,389402023.738918,1260.2
2017-05-24,2448.1313,40025140034.1006,555024432.824941,1252.55
2017-05-25,2366.9725,38704024228.25,889791512.268918,1256.95
2017-05-26,2262.36,36997900173,716011543.958993,1265.05
2017-05-29,2286.2663,37402630788.11,312368211.915935,1265.05
2017-05-30,2167.6438,35466825282.315,335746190.66624,1262.7
2017-05-31,2329.0775,38113024210,416350458.717871,1266.2
2017-06-01,2436.0363,39868442921.8656,438586633.518709,1264.85
2017-06-02,2514.2275,41152717323.6675,292795886.853325,1274.95
2017-06-05,2721.5525,44563721217.1875,334411829.516643,1279.95
2017-06-06,2903.4438,47547556371.0756,1211604496.35452,1293.5
2017-06-07,2716.0588,44484425844.04,717931660.78653,1291
2017-06-08,2824.2038,46261410000.6806,580940070.417664,1273.1
2017-06-09,2817.0638,46149913864.145,393210044.673031,1266.55
2017-06-12,2701.255,44267424094.875,792436484.821471,1266.4
2017-06-13,2736.1888,44844697932.88,410084483.665015,1262
2017-06-14,2503.40127294964,41033780985.9874,565476421.779864,1275.5
2017-06-15,2444.49371230854,40072859209.1697,845674827.712796,1254.55
2017-06-16,2513.81034764638,41213920649.6624,404682134.618069,1255.4
2017-06-19,2620.13645139993,42971547871.1846,307738404.799346,1248.15
2017-06-20,2777.79265567999,45561980141.8107,461719561.539021,1242.2
2017-06-21,2717.00310788798,44569583131.639,447106675.772025,1242.5
2017-06-22,2724.91221331707,44703988751.3518,273815444.466338,1250.8
2017-06-23,2737.74623109829,44920255723.303,187781433.424785,1255.7
2017-06-26,2488.19416337737,40837922140.4097,540038332.473498,1245.25
2017-06-27,2531.34899878484,41550828140.5538,518735269.203419,1249.55
2017-06-28,2575.43777025493,42279511902.8105,351206317.75964,1248
2017-06-29,2561.68143454198,42057301540.095,239853090.84821,1243.5
2017-06-30,2490.75348798041,40897674121.9407,210111037.781457,1242.25
2017-07-03,2576.7146569746,42326047726.1706,304599469.925626,1229.25
2017-07-04,2610.99757474179,42894251457.1305,274900590.573478,1223.75
2017-07-05,2607.21930206989,42836970322.0527,238310795.501446,1220.3
2017-07-06,2612.67042830497,42931269844.3858,175365965.041674,1224.9
2017-07-07,2509.21820981689,41236052946.9441,260711000.656939,1215.65
2017-07-10,2363.51568155487,38856285254.8423,387541497.12739,1211.9
2017-07-11,2353.91066125207,38703498121.3667,420715282.367991,1211.05
2017-07-12,2387.32891171674,39258160520.5589,314834432.761922,1218.8
2017-07-13,2364.32126576467,38884514157.2404,233041527.683767,1218.9
2017-07-14,2228.72879099011,36658380771.8299,320113442.029965,1230.3
2017-07-17,2181.28608069932,35890008657.3943,495170862.901441,1234.1
2017-07-18,2303.88935545646,37911881677.6493,729320057.541599,1240.75
2017-07-19,2274.62136530529,37434637985.0459,577643323.797571,1242.15
2017-07-20,2766.82511908244,45540558047.5374,1277986817.59583,1238.7
2017-07-21,2658.07491237597,43755767266.3314,856653849.519846,1248.55
2017-07-24,2751.3470702262,45308735082.9126,356970178.13917,1255.55
2017-07-25,2563.74789523364,42223997194.0121,793382308.082112,1254.4
2017-07-26,2507.38968460757,41300436593.9477,583046427.095355,1248.1
2017-07-27,2649.44120113807,43645402712.1523,438390969.567003,1261.1
2017-07-28,2798.82931330334,46111586171.4183,1248796319.0283,1264.9
2017-07-31,2871.3680152452,47322548226.2697,438125892.505886,1267.55
2017-08-01,2737.76379241919,45126045890.8525,745400937.096141,1270.95
2017-08-02,2697.8509023017,44473195322.9003,412594211.034343,1269.6
2017-08-03,2777.36799394604,45788833023.8079,339104668.190675,1268.1
2017-08-04,2845.89716230278,46925073392.6328,368080367.510756,1257.7
2017-08-07,3356.70973808691,55367416610.3614,695546889.094957,1258
2017-08-08,3410.45008044914,56260701200.0342,803019985.188734,1261.8
2017-08-09,3330.89782529283,54954274834.2482,638922625.077115,1271.05
2017-08-10,3367.90538708821,55570438886.9555,424604065.329126,1284.4
2017-08-11,3562.58766284089,58788973716.3366,641330314.433342,1286.1
2017-08-14,4175.69529134641,68927834713.0695,1089626076.89888,1282.3
2017-08-15,4149.30875941234,68500212180.1054,1908427436.10445,1270.3
2017-08-16,4262.5587912331,70376601817.4805,1755705435.28061,1272.75
2017-08-17,4286.91743450516,70778773053.6632,1774245121.0315,1285.15
2017-08-18,4097.68580247375,67671539511.3879,1515069151.86265,1295.8
2017-08-21,3935.22993283277,65008176478.9385,712634899.39599,1292.9
2017-08-22,4008.41668521521,66221496790.7666,1402352816.7447,1284.2
2017-08-23,4069.0802390251,67231683430.3101,801748251.03475,1286.65
2017-08-24,4167.28917680219,68859869628.5617,686855777.303872,1289
2017-08-25,4199.89203158457,69403950803.0405,689332055.058404,1285.3
2017-08-28,4216.24277330547,69694649043.722,652038444.481155,1285.3
2017-08-29,4394.06343624723,72641940495.6991,864725915.097578,1318.65
2017-08-30,4553.80652713686,75292523274.5177,674336659.487383,1308.5
2017-08-31,4702.93816308458,77767841900.0246,675647444.683004,1311.75
2017-09-01,4863.19304868405,80428274476.4107,909131411.605347,1320.4
2017-09-04,4317.18518771612,71425022760.3912,1554585273.63607,1333.1
2017-09-05,4447.87559221093,73598219046.0856,1626968192.53041,1335.55
2017-09-06,4592.25027789782,75996461011.3893,1060025861.63075,1337.85
2017-09-07,4584.82027519271,75883474995.2214,669892692.722696,1343.5
2017-09-08,4285.20793872097,70933796921.0375,1477975497.78973,1346.25
2017-09-11,4164.97621199409,68968724069.3671,771493043.383739,1334.2
2017-09-12,4130.95628475182,68415142331.6386,1062536773.82952,1326.5
2017-09-13,3883.65200134942,64328714659.0518,1545425745.14121,1327.55
2017-09-14,3100.66815470405,51366093442.3645,1950938472.01451,1324.55
2017-09-15,3587.9431219159,59446207725.4173,3308099534.33931,1322.85
2017-09-18,4012.28582499344,66500676482.3274,1282809663.10806,1312.1
2017-09-19,3898.93473248234,64629619385.9421,942656241.437335,1309.6
2017-09-20,3858.02095060051,63957210363.2938,676074373.178109,1311.3
2017-09-21,3628.05858753461,60152757874.0004,913652257.307351,1292.1
2017-09-22,3622.1830393146,60061814860.0474,767837732.756898,1294.8
2017-09-25,3866.70515274174,64137374771.8755,800311260.760141,1293.3
2017-09-26,3852.93520487706,63915425115.1268,544391497.583349,1300.05
2017-09-27,4134.21241496119,68589320812.8248,936452128.575514,1282.55
2017-09-28,4134.88495085993,68609525756.8762,852500405.353372,1283.35
2017-09-29,4130.41524600294,68544241007.4188,829225349.38866,1283.1
2017-10-02,4383.32549736353,72763860755.0592,738468958.961162,1273.7
2017-10-03,4319.06921246641,71707074498.6132,760685985.694416,1271.25
2017-10-04,4231.46418703684,70259971867.7924,573368922.937593,1274.25
2017-10-05,4290.38040438142,71244448102.5062,713160614.135817,1274.5
2017-10-06,4347.54723950876,72202651600.9086,623863525.065278,1261.8
2017-10-09,4758.72164979337,79061044585.5433,1128809802.80325,1278.75
2017-10-10,4769.47734676417,79249573590.628,1134289150.28717,1291.4
2017-10-11,4807.92589489803,79896727838.7577,836737765.80882,1289.25
2017-10-12,5331.61930195449,88609513441.2454,2084912155.23986,1290.25
2017-10-13,5610.49316222874,93253757323.2705,3174154333.22038,1299.6
2017-10-16,5728.93275055115,95258545426.3831,1060235879.62126,1303.3
2017-10-17,5643.85907705172,93855824390.1239,1106795866.75399,1284.75
2017-10-18,5592.78222421231,93017336298.8763,2100240729.71262,1280.2
2017-10-19,5696.38014134367,94752516351.644,1229468606.2978,1286.4
2017-10-20,5952.7713587923,99030673396.693,1843078157.46766,1281.2
2017-10-23,5959.98304059248,99188570754.3323,2039339670.51988,1274.9
2017-10-24,5550.08158528565,92378194194.2474,2240037527.36316,1276.45
2017-10-25,5704.87480650775,94967978387.4709,1621897626.21005,1275
2017-10-26,5883.05318447111,97947023064.8977,1501048614.38205,1273.75
2017-10-27,5775.51666530736,96164443214.4004,1332315431.05821,1266.45
2017-10-30,6104.38870915078,101669814828.648,1307795534.5843,1272
2017-10-31,6368.65164135745,106082152741.218,1800486324.20211,1270.15
2017-11-01,6714.78898671902,111860407349.423,2095690342.82086,1277.05
2017-11-02,7059.7938605488,117621545279.665,4363333285.95942,1279.2
2017-11-03,7234.73838202036,120546744685.76,2826731064.90647,1267.2
2017-11-06,7103.04608116249,118388777524.712,2653734034.84982,1270.9
2017-11-07,7166.74137167631,119464110442.178,1829995407.41903,1275.6
2017-11-08,7461.82443491069,124396351241.9,3478638875.17931,1284
2017-11-09,7186.29277509382,119816786360.014,2330693500.64312,1284.8
2017-11-10,6656.83969350681,110999386930.463,3886426125.51477,1284.3
2017-11-13,6423.09140246102,107125442451.24,4636291555.8788,1277.95
2017-11-14,6652.21677956026,110957725266.311,1824550614.66447,1274.6
2017-11-15,7297.66883633256,121737427357.354,2935591360.13778,1282.2
2017-11-16,7814.9444036566,130381304858.568,3413089663.2046,1280
2017-11-17,7783.54246476388,129865386010.109,3245859431.04955,1284.35
2017-11-20,8220.50996617654,137213053125.934,1706394365.70662,1286.2
2017-11-21,8114.13367954416,135455116259.548,2901936853.36067,1283.3
2017-11-22,8257.12389528835,137857431278.079,1528137247.48478,1286.95
2017-11-23,8117.66434762603,135545106327.703,1550586714.56084,1290.35
2017-11-24,8278.12843633886,138239984963.008,2135298893.09068,1290.5
2017-11-27,9831.40292992241,164237026935.379,3629754499.83265,1294.9
2017-11-28,10257.0674169803,171368281967.209,3453118781.61612,1291.85
2017-11-29,9875.89230818829,165021094137.072,10258439067.6534,1283.85
2017-11-30,10406.18772373,173903131019.367,7443964832.98962,1280.2
2017-12-01,10995.7235531179,183780731163.873,5021611419.94158,1275.5
2017-12-04,11634.9849554034,194541160318.899,3216349724.23645,1273.45
2017-12-05,12174.2537397926,203585321680.101,3131952573.50185,1266.3
2017-12-06,13876.4735794148,232080024191.322,5086411370.06241,1263.7
2017-12-07,18491.1815542282,309298517515.443,16482921408.0842,1255
2017-12-08,16908.0049521112,282850210542.754,24144297784.1442,1250.65
2017-12-11,17106.5051488871,286279279595.202,7710546749.544,1247.15
2017-12-12,17249.920214656,288713846623.762,4686094939.5687,1240.9
2017-12-13,16525.0444892988,276619329724.168,4407769522.20181,1242.65
2017-12-14,16865.3616648753,282355027769.183,4117594354.00804,1251
2017-12-15,17978.6305581344,301031043805.055,6146229228.58011,1254.6
2017-12-18,19188.0539569348,321409248360.935,5411492204.5264,1260.6
2017-12-19,18174.1867596316,304459646943.618,6141309845.2726,1260.35
2017-12-20,17059.8883502646,285821795917.542,7509260354.08289,1264.55
2017-12-21,16355.2382257401,274043056258.078,5580926436.9909,1264.55
2017-12-22,14084.8249267767,236028031210.852,12164204097.121,1264.55
2017-12-25,14302.7537081839,239755987703.759,2485439206.78209,1264.55
2017-12-26,16616.6820570844,278573473665.536,4255570625.9614,1264.55
2017-12-27,16373.0810795739,274522325686.838,4950722889.35151,1279.4
2017-12-28,15067.8994980567,252666630245.445,5266566467.59302,1291
2017-12-29,15096.5594360709,253178163423.298,3753038183.65771,1291
2018-01-01,14093.6068305274,236440337971.831,2345478673.51547,1291
2018-01-02,15321.9328517642,257079617264.841,4130217904.20997,1312.05
2018-01-03,15583.8855377593,261505188675.858,3310355625.12559,1314.9
2018-01-04,15976.365194174,268124738814.997,4217387187.52564,1314.5
2018-01-05,18336.9229801691,307774011688.352,6275687595.94033,1317.15
2018-01-08,15900.3650216006,266976271422.561,5752981089.53674,1319.95
2018-01-09,15604.7234082405,262044268423.305,4214092201.80707,1311
2018-01-10,15509.2701268168,260474112841.845,4969472882.94121,1319.75
2018-01-11,14050.5696063543,236008991341.729,5833888113.05388,1323.05
2018-01-12,14759.294629915,247945818276.331,4021952802.5977,1326.8
2018-01-15,14411.9977069182,242193794408.733,3222958351.44781,1339.25
2018-01-16,11723.9135206658,197043955228.792,9677283153.05965,1333.85
2018-01-17,11415.3928442768,191882616843.447,10225958520.6217,1335.65
2018-01-18,11569.4249920858,194496634731.302,6558304864.22333,1332.2
2018-01-19,11758.4693327652,197698672432.581,4208563477.45816,1334.95
2018-01-22,10991.5950130802,184878210439.398,5012581424.29001,1332.6
2018-01-23,10894.0009053405,183260375707.762,4779406610.50954,1333.4
2018-01-24,11277.1159704489,189730563330.713,3582338295.94443,1353.7
2018-01-25,11225.2544568853,188880475665.027,3204496193.30237,1354.95
2018-01-26,11044.9072365744,185867144988.132,4616389063.3104,1353.15
2018-01-29,11157.6638878978,187828526722.435,2345235501.17829,1343.85
2018-01-30,11095.2106891266,186776632503.018,2321424679.53181,1344.9
2018-01-31,9989.68977659669,168188285150.77,3804947187.22869,1345.05
2018-02-01,10114.495086226,170304196700.157,3225562144.83861,1341.35
2018-02-02,9070.55544937356,152744180864.164,4769515274.3457,1331.15
2018-02-05,8315.51749143615,140081544557.235,3337096341.00611,1333.6
2018-02-06,6852.05270051491,115444836533.448,5313588642.98138,1331.4
2018-02-07,7711.2203289411,129936854004.417,9152685412.95559,1324.65
2018-02-08,7611.61027778882,128271617562.325,4862232217.40141,1315.45
2018-02-09,8208.57208449673,138345016554.785,3190753947.37883,1314.1
2018-02-12,8168.63777979963,137716289625.309,2806997176.95887,1322.3
2018-02-13,8911.3985742083,150256428069.512,3069219870.56557,1325.35
2018-02-14,8518.26907619091,143645913955.803,2551515988.21609,1336.25
2018-02-15,9428.02560716167,159007423075.024,3282094240.87933,1352.45
2018-02-16,10112.5801434467,170569769073.988,4332356645.96348,1352.1
2018-02-19,10523.429305801,177561296505.315,4740378626.74388,1346.6
2018-02-20,11103.0900361497,187364222442.605,3486171704.86656,1339.85
2018-02-21,11502.3770496396,194121879194.226,4225354045.179,1330.5
2018-02-22,9973.59211951887,168362084194.477,4574800113.39788,1328.35
2018-02-23,10032.863112314,169362253983.195,4626064156.35444,1327.95
2018-02-26,9699.51718151529,163790896885.658,2743650277.5619,1333.5
2018-02-27,10355.5781264856,174886939893.198,3646748812.40375,1325.75
2018-02-28,10709.3884310463,180884108725.43,3398119467.10627,1317.85
2018-03-01,10346.664931035,174778709347.899,3182259829.31493,1307.75
2018-03-02,10859.5521943893,183463718171.257,2892166041.0524,1322.3
2018-03-05,11286.6762891691,190747933122.937,2580256309.47072,1320.4
2018-03-06,11526.4209302906,194821583687.435,2693945511.00851,1331.4
2018-03-07,10727.716249205,181342656441.092,3618749298.78603,1329.4
2018-03-08,9999.68248604677,169056252057.669,4896773758.15041,1321
2018-03-09,9420.85488958591,159289105130.238,4028135943.95804,1320.6
2018-03-12,9512.45611286134,160888688653.477,3876612721.94766,1319.15
2018-03-13,9232.70587979953,156177221215.631,4019736166.69097,1322.75
2018-03-14,9216.53097626842,155921695042.49,3628990704.00642,1323.55
2018-03-15,8307.22338626638,140553335048.276,4020163253.19298,1318.75
2018-03-16,8359.36528334063,141449655895.935,4571407139.63984,1310.1
2018-03-19,8217.84219996114,139102798580.577,4330642347.54297,1312.4
2018-03-20,8640.52143024258,146274523240.434,4276409099.70447,1311
2018-03-21,8926.82049620007,151135311240.403,3554700592.27965,1321.35
2018-03-22,8970.31790627893,151888445786.249,3081152046.02369,1329.15
2018-03-23,8736.38576909829,147943048662.132,2931676659.59385,1346.6
2018-03-26,8478.63819558905,143623891714.181,2066020545.39261,1352.4
2018-03-27,8186.19606281355,138684803358.943,2972024162.97679,1341.45
2018-03-28,7836.76304425289,132779843611.386,2653185409.40399,1332.45
2018-03-29,7930.77954092755,134386559681.906,2033730316.75905,1323.85
2018-03-30,7126.89519256736,120777974799.763,3680239216.31679,1323.85
2018-04-02,6836.57232729678,115896903503.058,2649647152.16978,1323.85
2018-04-03,7080.41723231299,120044225923.527,2253363912.16746,1333.45
2018-04-04,7464.35609406668,126568883854.608,2762080502.61078,1337.3
2018-04-05,6845.31597826858,116084750821.373,2544238382.12146,1327.7
2018-04-06,6855.42230460675,116269847527.264,2568972345.7027,1331.2
2018-04-09,6984.8089659738,118505840498.729,1413593787.18783,1331.95
2018-04-10,6778.4915700774,115017783885.652,2437632634.28606,1338.95
2018-04-11,6829.31650379539,115885988821.254,1550558592.49243,1350.75
2018-04-12,6925.10199547663,117533696704.979,1586992258.34079,1341.35
2018-04-13,7836.39699399927,133015394395.993,4980342880.00081,1343.7
2018-04-16,8258.06708369755,140220533919.445,2350690710.82853,1349.35
2018-04-17,8030.99926195254,136379313438.764,2754142166.19396,1342.1
2018-04-18,7873.63551010255,133722872890.265,2491337660.02341,1351.45
2018-04-19,8097.41823310301,137539507140.194,2326968646.29081,1348.6
2018-04-20,8277.46063916253,140616565985.041,2422027692.48659,1336.75
2018-04-23,8769.01199947348,149017082314.253,2503340749.6093,1324.3
2018-04-24,8881.39170434545,150943914745.996,2205498227.2004,1328.85
2018-04-25,9716.48975733072,165155791737.985,4398198651.19984,1321.65
2018-04-26,8825.2025000693,150020058558.803,5523433548.35851,1320.7
2018-04-27,9221.86802618436,156779014055.271,3847600029.5565,1321.5
2018-04-30,9325.62885104679,158592809944.508,2827554754.47229,1313.2
2018-05-01,9198.18950997327,156443377473.375,2508704421.01877,1307.1
2018-05-02,9024.3875117766,153504488648.595,2661071473.28962,1304.2
2018-05-03,9122.65301383019,155192629946.187,2179558786.4918,1315.05
2018-05-04,9551.13518381566,162498830620.229,1228125377.94885,1309.4
2018-05-07,9583.87174550137,163109111220.656,2626417557.06692,1309.4
2018-05-08,9308.26502572185,158435513589.56,2767085706.19757,1306.6
2018-05-09,9149.51783314723,155749835750.475,2455200521.73373,1313.85
2018-05-10,9248.96039558449,157460887034.232,2363841215.4382,1318.8
2018-05-11,8969.94037574258,152728483795.656,2359598426.33025,1324.35
2018-05-14,8683.9862031429,147906738510.205,2283320839.57201,1319.85
2018-05-15,8696.97400387283,148142733211.519,3143239503.89128,1295
2018-05-16,8473.34864905366,144348790079.535,2586241489.84249,1291.25
2018-05-17,8343.1252216955,142149224754.098,2772906142.39211,1289.5
2018-05-18,8056.05319237475,137271416445.438,2173653717.16904,1288.3
2018-05-21,8443.26024591542,143916527618.282,1660868681.49739,1288.35
2018-05-22,8354.99633591748,142427831413.294,1711697912.26598,1293.05
2018-05-23,8009.2995067828,136550347058.652,1895031387.30946,1289
2018-05-24,7556.31604292077,128842835523.635,2777184892.73508,1304.85
2018-05-25,7563.43546544346,128977752305.114,2602938656.90935,1303.5
2018-05-28,7326.64394017867,124985768473.803,1247227035.27444,1303.5
2018-05-29,7111.06892466996,121322210033.344,1770692328.40282,1295.5
2018-05-30,7451.2308372653,127138205821.777,2224251684.16639,1300.7
2018-05-31,7380.8515577098,125953862789.74,1772428207.79457,1305.35
2018-06-01,7460.16694986577,127322669333.359,1714862985.08085,1294.6
2018-06-04,7639.87944568278,130436135448.668,1432775393.81614,1295.45
2018-06-05,7463.65499554503,127444424300.665,1643488925.3603,1292.05
2018-06-06,7569.01133988542,129259980382.177,1754013549.8288,1300.1
2018-06-07,7605.57848860797,129898428226.348,1562705992.38365,1297.25
2018-06-08,7613.77739337755,130052073722.891,1459894514.2268,1298.25
2018-06-11,6767.49948454925,115631864817.828,2788497500.78395,1299.6
2018-06-12,6880.13364875604,117568067796.626,1973448735.78642,1298.65
2018-06-13,6581.82807522796,112482862604.775,2060764062.98132,1296.15
2018-06-14,6334.09890642618,108260201574.019,2571112868.4509,1302.75
2018-06-15,6644.72067973844,113582443265.842,2354179149.49283,1285.25
2018-06-18,6418.85000188746,109759607021.025,1120785833.18007,1281.55
2018-06-19,6677.53340291194,114196505243.239,1750367371.25558,1276.15
2018-06-20,6708.68182027534,114742187734.307,1649449915.23939,1274.2
2018-06-21,6714.37546123014,114852494305.805,1626421446.36475,1266.15
2018-06-22,6690.832151608,114463912846.045,1400178395.52804,1269.15
2018-06-25,6159.70719379414,105415073017.075,2452039491.99807,1268.7
2018-06-26,6241.84871170546,106832748619.815,4326984848.15279,1260.3
2018-06-27,6069.87260616628,103900589095.606,3248018159.50918,1254.6
2018-06-28,6117.03640962264,104717160923.036,2057221707.97669,1251.55
2018-06-29,5879.98897440643,100670773791.783,1928320709.07945,1250.45
2018-07-02,6312.87724313135,108116702994.834,2601785821.82985,1247.8
2018-07-03,6595.5473128085,112969688594.564,3392521918.12093,1251.75
2018-07-04,6497.60735494217,111301577387.401,3013786718.6534,1255.65
2018-07-05,6562.7217371211,112427869579.76,3111969366.09563,1255.5
2018-07-06,6537.74087162192,112011029362.867,3315114737.71007,1255.35
2018-07-09,6700.63547905209,114841688927.813,5015170529.87613,1262.05
2018-07-10,6648.25679590332,113955190214.942,5246420831.04729,1254
2018-07-11,6303.38066472932,108055463516.657,4358427107.61466,1251.4
2018-07-12,6373.23480468994,109263693476.825,3969169303.74441,1245.9
2018-07-13,6230.59019710478,106829387990.049,3534743492.20371,1241.7
2018-07-16,6349.69583671077,108903950780.218,2857367439.53857,1241.1
2018-07-17,6741.69196028527,115637208433.391,4559363479.14029,1232.8
2018-07-18,7303.37305979585,125285895738.594,6194130741.14291,1224.5
2018-07-19,7334.77137207619,125840376647.272,4843025304.51356,1217.55
2018-07-20,7442.80073874832,127709804699.662,4107857510.67037,1228.75
2018-07-23,7395.8664054401,126948286633.175,5717881945.86536,1224.95
2018-07-24,7704.99567890457,132270404905.459,6202101797.69894,1228.35
2018-07-25,8422.37392335148,144602365043.072,5592076817.67613,1231.5
2018-07-26,8144.55348204188,139850429188.62,4086880124.49777,1228.25
2018-07-27,7929.07924360294,136166569453.306,3429994449.90707,1223.95
2018-07-30,8197.59357581421,140827378169.393,2598593361.85084,1223.8
2018-07-31,8185.92113830233,140640772123.998,3497813384.62097,1220.95
2018-08-01,7738.24930458621,132963528816.207,4675498855.41511,1219
2018-08-02,7612.30075368312,130813483341.758,11591125727.4228,1215.45
2018-08-03,7540.63315061714,129596337579.766,6834800615.47086,1216.3
2018-08-06,7036.60933127318,120977961419.314,5989412029.06753,1209.65
2018-08-07,6926.116778774,119089729729.274,6927841831.68844,1212.35
2018-08-08,6711.73242235858,115416628667.984,6729676123.90534,1209.55
2018-08-09,6259.5277096676,107652609456.405,6834119514.68592,1214.35
2018-08-10,6531.24978673706,112337822894.367,5843796067.33207,1214.4
2018-08-13,6318.40722177442,108716328040.723,5507023282.24606,1200.35
2018-08-14,6283.99625058153,108135868387.493,5381627198.22714,1197
2018-08-15,6212.22604005561,106911788926.753,7179484727.41935,1182
2018-08-16,6267.76870877378,107788817699.531,6619548180.3873,1180.4
2018-08-17,6309.385226219,108578823549,5982589406.965,1178.4
2018-08-20,6475.49401966738,111490970656.332,5160365103.11191,1184.35
2018-08-21,6242.8824384008,107511643840.858,5578292470.70221,1190.95
2018-08-22,6467.27173030968,111399689881.157,5658517103.31264,1196.65
2018-08-23,6336.6563271087,109149076720.34,6759411527.69214,1192.35
2018-08-24,6521.06571826851,112327439428.772,6096332849.28664,1197.7
2018-08-27,6728.28800262901,115406552890.99,5215045899.16829,1197.7
2018-08-28,6911.09602894957,118546009735.925,5444349729.3461,1212.25
2018-08-29,7075.9834051051,121992306938.188,6246602891.54519,1204.2
2018-08-30,7046.74894728063,121479639297.297,5976493148.70572,1197.3
2018-08-31,7024.14510718162,121103237785.702,6587864491.26896,1202.45
2018-09-03,7305.27280100375,125994361368.726,6640164154.54998,1200.05
2018-09-04,7260.89751664786,125200923805.391,4511643009.56832,1190.85
2018-09-05,7359.46299292303,126949626755.787,5344233220.45435,1196.7
2018-09-06,6764.92677377822,116602093876.153,7036065651.07834,1205.15
2018-09-07,6498.27961260966,112034863191.167,6558109770.57736,1198.9
2018-09-10,6260.76480606248,108219061918.523,4174629547.59403,1196.6
2018-09-11,6308.13547461663,108846231385.419,4504626593.56522,1189.85
