"date","btc_price","btc_market_cap","btc_volume","gold_price"
2019-12-17,6901.03691533609,124984942945.927,22208927988.5423,1475.8
2019-12-18,6627.16251455314,119931733577.12,26481385708.6603,1474.05
2019-12-19,7274.7685037925,131230049166.534,57308255783.65,1476.7
2019-12-20,7152.55869163288,129498636860.963,23539013331.219,1479
2019-12-23,7488.19617460147,135086328271.262,24325792143.8414,1482.1
2019-12-24,7335.20761617701,132931613272.251,30235862118.6774,1482.1
2019-12-25,7266.60819662888,131358497318.595,26519710985.4797,1482.1
2019-12-26,7204.1848756886,130643567866.792,23546783550.7202,1482.1
2019-12-27,7208.48930789215,130768750218.36,24771695136.0454,1511.5
2019-12-30,7394.02928553099,133997529973.309,22035194451.0093,1514.75
2019-12-31,7240.42891225182,131377523457.072,22320671263.7171,1514.75
2020-01-01,7195.15389543003,130394101535.61,21187883711.185,1514.75
2020-01-02,7193.7546679601,130422953817.668,18123516838.8979,1527.1
2020-01-03,6963.85335398349,126280790200.202,20313194628.0945,1548.75
2020-01-06,7349.97224805063,133388991086.88,21929224570.561,1573.1
2020-01-07,7734.67551578529,140557168287.444,28148518761.5116,1567.85
2020-01-08,8147.41523763637,147798610895.501,34823187724.29,1571.95
2020-01-09,8045.78912459297,146089575425.28,39971512000.0682,1550.75
2020-01-10,7832.79564384039,141913856953.479,29276053440.8847,1553.6
2020-01-13,8171.40118532094,148204228775.388,27533390875.5199,1549.9
2020-01-14,8110.64796450377,147446058196.459,27962176780.6282,1545.1
2020-01-15,8801.87121313775,159481192213.821,55384169405.5193,1549
2020-01-16,8820.85010599613,159960761751.85,48160401007.254,1554.55
2020-01-17,8720.91950137424,158412991117.647,36462155571.2176,1557.6
2020-01-20,8690.38056954462,157906057309.307,39242297095.9422,1560.15
2020-01-21,8631.25395433376,156848009983.549,29527689342.8855,1551.3
2020-01-22,8724.81862293147,158564958350.98,27057681779.7467,1556.9
2020-01-23,8665.4369140969,157502652064.022,25628542094.5013,1562.9
2020-01-24,8415.95602733554,152984928858.576,30696020541.208,1564.3
2020-01-27,8595.72829849312,156302144661.309,30241155463.2706,1580.1
2020-01-28,8879.33554871455,161473602737.427,39661537339.9221,1574
2020-01-29,9320.80585386847,169518428144.891,49812761504.1306,1573.45
2020-01-30,9276.8938210865,168738228801.505,47273353143.7575,1578.25
2020-01-31,9509.80513557522,172993102966.377,51037775414.9802,1584.2
2020-02-03,9338.4166319394,169926610304.085,55025402183.6822,1574.75
2020-02-04,9308.91270229121,169406963182.694,56824765307.8146,1558.35
2020-02-05,9179.95928107711,167075369075.115,55377658455.6233,1553.3
2020-02-06,9592.18387389791,174596806174.299,65675565620.9108,1563.3
2020-02-07,9744.63657815939,177388314197.565,71141695218.0395,1572.65
2020-02-10,10148.3797191318,184792100015.164,78110955304.5213,1573.2
2020-02-11,9890.12122401997,180145850760.053,81406687324.3509,1570.5
2020-02-12,10226.9257692153,186262984851.993,38930644711.9042,1563.7
2020-02-13,10328.8975658364,188132988212.867,45456624047.8339,1575.05
2020-02-14,10221.2603092016,186190344916.033,54151236617.5585,1581.4
2020-02-17,9943.67360257874,181221481668.741,42364906261.0548,1580.8
2020-02-18,9723.6050264225,176547652266.397,48517591137.468,1589.85
2020-02-19,10133.8174170847,184918071499.101,54648014949.725,1604.2
2020-02-20,9618.40924825041,175312937106.921,50502739123.7538,1619
2020-02-21,9608.16918128246,174871048291.166,53579139400.8085,1643.3
2020-02-24,9946.71612346752,181368043820.094,38743680759.3286,1671.65
2020-02-25,9670.9608064677,175872097740.407,41928789500.123,1650.3
2020-02-26,9345.34270173485,170478976467.624,39441760776.3185,1634.9
2020-02-27,8801.6571294725,160731785487.815,45140119229.636,1652
2020-02-28,8781.17528220236,160149975301.42,43045469000.9768,1609.85
2020-03-02,8567.80224867923,155934421965.273,34310775733.3222,1599.65
2020-03-03,8905.87610426219,162521881368.876,59776629742.5713,1615.5
2020-03-04,8756.71857674255,159816567727.143,68336042797.3885,1641.85
2020-03-05,8758.64699319192,159869936941.097,38832067216.8779,1659.6
2020-03-06,9038.87032323342,165070261612.788,38122635173.1504,1683.65
2020-03-09,8041.36553807183,147076617271.689,39132209137.6972,1672.5
2020-03-10,7921.33200691072,144664117909.408,45678665163.1102,1655.7
2020-03-11,7906.73152851063,144410718987.889,40882213633.9465,1653.75
2020-03-12,7935.52204017054,144948460093.296,38689036552.8112,1570.7
2020-03-13,5142.99045901832,93092131086.9703,50009548492.0749,1562.8
2020-03-16,5397.93335743919,98632587514.0025,32985693209.7478,1487.7
2020-03-17,5032.50135148772,91962797384.2825,44034438467.9668,1536.2
2020-03-18,5389.41577503409,98079756006.7929,36007089253.8226,1498.2
2020-03-19,5376.28074784544,98259998309.0532,37618067230.414,1474.25
2020-03-20,6170.20060023767,112778383593.491,48056214948.1565,1494.4
2020-03-23,5859.64743029939,107128564670.891,37255748385.3039,1525.4
2020-03-24,6456.34748596342,118046727572.545,45578824447.6458,1605.75
2020-03-25,6730.17378237119,123064256188.859,45846522059.3732,1605.45
2020-03-26,6695.90061839772,122445336599.199,42082295491.0308,1634.8
2020-03-27,6765.56207892991,123732739823.462,34840544710.1089,1617.3
2020-03-30,5915.3371547919,108551603303.51,25923471292.1764,1618.3
2020-03-31,6403.14123556522,117151628726.534,34907149977.5792,1608.95
2020-04-01,6421.70541388854,117750205634.4,32287674952.1782,1576.55
2020-04-02,6640.79766631013,120921617010.348,35886963977.7153,1616.8
2020-04-03,6807.89701789057,124719708453.635,47638672293.7378,1613.1
2020-04-06,6788.04827260592,124272363451.94,31885662165.0149,1648.3
2020-04-07,7297.6355582895,133484854333.45,45370138560.8249,1649.25
2020-04-08,7196.78220244205,131782164465.853,43386074290.7147,1647.8
2020-04-09,7342.29160114802,134518720640.023,38922547592.8621,1680.65
2020-04-10,7294.48887512155,133598651281.718,34921486435.0605,1680.65
2020-04-13,6913.1587874691,126655463658.312,34544392366.0494,1680.65
2020-04-14,6857.53853751148,125651103790.212,38062368291.0816,1741.9
2020-04-15,6860.17853570111,125713883015.646,33837365577.4498,1718.65
2020-04-16,6629.43173803129,121499498109.808,29692916171.0118,1729.5
2020-04-17,7059.92622475854,129402884477.959,45752002264.2743,1692.55
2020-04-20,7127.51194968915,130680700686.31,29714765522.3253,1686.2
2020-04-21,6856.4562783547,125724610427.9,35276609104.4571,1682.05
2020-04-22,6842.0385976346,125473149029.115,30093303601.3907,1710.55
2020-04-23,7109.99529118178,130398643209.393,30819547915.3444,1736.25
2020-04-24,7382.79314411669,135414822709.731,41032858925.2359,1715.9
2020-04-27,7683.86741508334,140977260141.332,33760863612.1251,1714.95
2020-04-28,7774.28155444805,142649802462.829,35205525351.8953,1691.55
2020-04-29,7758.23025518595,142370212777.142,32855687796.9691,1703.35
2020-04-30,8744.43028701656,160483573440.178,60399592065.5405,1702.75
2020-05-01,8610.63580374089,158042623264.392,65838312160.0907,1686.25
2020-05-04,8888.67191268687,163036842346.686,45617019157.3732,1709.1
2020-05-05,8884.40781357706,162341412439.881,44698213713.3913,1699.55
2020-05-06,9003.24055762158,165335617639.049,43436234291.9711,1691.5
2020-05-07,9144.68703972007,167950864937.147,48538811466.8027,1704.05
2020-05-08,9959.16641626177,182927847431.449,61712313964.6919,1704.05
2020-05-11,8752.61708774583,160814678353.708,61704475184.5331,1702.75
2020-05-12,8604.75159101983,158113540964.467,57996080837.49,1702.4
2020-05-13,8788.46674941465,161474125336.405,39515455755.7252,1708.4
2020-05-14,9283.08601265873,170593350055.825,44239951916.5232,1731.6
2020-05-15,9796.49452702453,179398095871.34,52076585310.7239,1735.35
2020-05-18,9666.32719340344,177224284369.132,35650032953.9699,1734.7
2020-05-19,9708.43985879311,178446153576.464,38922896809.9544,1737.95
2020-05-20,9760.19893716219,179127815802.662,37077538114.7209,1748.3
2020-05-21,9526.50759300584,175227227252.906,34829170074.8249,1724.9
2020-05-22,9059.96250687173,166569335290.84,35965016693.7241,1733.55
2020-05-25,8731.84852587065,161407638875.365,29437505507.2037,1733.55
2020-05-26,8883.69176986342,163333743988.583,29130957734.1038,1720.25
2020-05-27,8839.13066327325,162547226896.538,26860828302.6154,1694.6
2020-05-28,9174.11856399642,168615778509.823,28916177009.8906,1717.35
2020-05-29,9546.04563503715,175534414971.323,31771100326.3334,1728.7
2020-06-01,9466.96178142952,174105710752.048,27396663221.1523,1730.6
2020-06-02,10167.9306933285,186932702065.969,33702539853.5091,1742.15
2020-06-03,9515.24385865572,175463166971.52,36841150778.6441,1705.35
2020-06-04,9645.22786936031,177416480472.83,25222025158.9551,1700.05
2020-06-05,9776.20299178848,179830985954.855,24903069188.3972,1683.45
2020-06-08,9738.60335682859,179167717944.462,23856639264.7625,1690.35
2020-06-09,9773.02951309516,179810911053.2,21154971285.0914,1713.5
